filename,width,height,class,xmin,ymin,xmax,ymax
IMG_6035.jpg,1440,1920,needle,258,1108,288,1145
IMG_6035.jpg,1440,1920,needle,206,1158,234,1194
IMG_6035.jpg,1440,1920,needle,226,1172,254,1203
IMG_6035.jpg,1440,1920,needle,375,1192,415,1230
IMG_6035.jpg,1440,1920,needle,628,1050,664,1090
IMG_6036.jpg,1440,1920,needle,377,349,428,405
IMG_6036.jpg,1440,1920,needle,661,375,708,436
IMG_6036.jpg,1440,1920,needle,516,581,566,635
IMG_6036.jpg,1440,1920,needle,58,1000,115,1061
IMG_6036.jpg,1440,1920,needle,1321,865,1369,919
IMG_6036.jpg,1440,1920,needle,1335,827,1379,871
IMG_6036.jpg,1440,1920,needle,1325,792,1367,831
IMG_6036.jpg,1440,1920,needle,1317,752,1360,800
IMG_6036.jpg,1440,1920,needle,1256,931,1304,989
IMG_6036.jpg,1440,1920,needle,1342,1011,1388,1066
IMG_6036.jpg,1440,1920,needle,656,1006,703,1061
IMG_6036.jpg,1440,1920,needle,944,1383,997,1440
IMG_6036.jpg,1440,1920,needle,703,1288,740,1337
IMG_6036.jpg,1440,1920,needle,709,1220,745,1262
IMG_6036.jpg,1440,1920,needle,162,1468,208,1531
IMG_6036.jpg,1440,1920,needle,353,1379,399,1430
IMG_6036.jpg,1440,1920,needle,234,1433,274,1487
IMG_6036.jpg,1440,1920,needle,408,1317,449,1363
IMG_6039.jpg,1440,1920,needle,377,394,416,443
IMG_6039.jpg,1440,1920,needle,519,330,563,385
IMG_6039.jpg,1440,1920,needle,550,417,591,468
IMG_6039.jpg,1440,1920,needle,817,529,855,573
IMG_6039.jpg,1440,1920,needle,1225,803,1266,849
IMG_6039.jpg,1440,1920,needle,1281,874,1318,921
IMG_6039.jpg,1440,1920,needle,1307,923,1346,973
IMG_6039.jpg,1440,1920,needle,571,770,609,817
IMG_6039.jpg,1440,1920,needle,279,742,320,791
IMG_6039.jpg,1440,1920,needle,166,900,204,949
IMG_6039.jpg,1440,1920,needle,672,810,711,858
IMG_6039.jpg,1440,1920,needle,786,811,822,854
IMG_6039.jpg,1440,1920,needle,1244,1003,1287,1055
IMG_6039.jpg,1440,1920,needle,1120,1156,1158,1206
IMG_6039.jpg,1440,1920,needle,104,1182,147,1233
IMG_6039.jpg,1440,1920,needle,59,1223,98,1268
IMG_6039.jpg,1440,1920,needle,12,1279,50,1330
IMG_6039.jpg,1440,1920,needle,1373,981,1418,1035
IMG_6040.jpg,1440,1920,needle,631,785,671,836
IMG_6040.jpg,1440,1920,needle,904,541,946,590
IMG_6040.jpg,1440,1920,needle,638,534,676,581
IMG_6040.jpg,1440,1920,needle,513,935,554,976
IMG_6040.jpg,1440,1920,needle,645,981,681,1020
IMG_6040.jpg,1440,1920,needle,1306,918,1346,963
IMG_6040.jpg,1440,1920,needle,1308,967,1354,1014
IMG_6040.jpg,1440,1920,needle,1328,1028,1367,1073
IMG_6040.jpg,1440,1920,needle,1301,1162,1343,1215
IMG_6040.jpg,1440,1920,needle,1115,1039,1152,1082
IMG_6040.jpg,1440,1920,needle,791,1086,829,1129
IMG_6040.jpg,1440,1920,needle,709,1110,750,1152
IMG_6040.jpg,1440,1920,needle,1167,1178,1206,1223
IMG_6040.jpg,1440,1920,needle,292,1027,330,1074
IMG_6040.jpg,1440,1920,needle,35,1065,72,1110
IMG_6040.jpg,1440,1920,needle,207,1213,245,1258
IMG_6040.jpg,1440,1920,needle,109,1281,144,1321
IMG_6040.jpg,1440,1920,needle,162,1287,194,1323
IMG_6044.jpg,1440,1920,needle,1389,908,1427,954
IMG_6044.jpg,1440,1920,needle,1243,936,1280,979
IMG_6044.jpg,1440,1920,needle,1248,1018,1284,1061
IMG_6044.jpg,1440,1920,needle,1296,1039,1333,1084
IMG_6044.jpg,1440,1920,needle,1158,1015,1191,1052
IMG_6044.jpg,1440,1920,needle,699,871,735,917
IMG_6044.jpg,1440,1920,needle,465,934,500,976
IMG_6044.jpg,1440,1920,needle,624,1138,658,1178
IMG_6044.jpg,1440,1920,needle,775,1154,811,1193
IMG_6044.jpg,1440,1920,needle,763,1202,800,1241
IMG_6044.jpg,1440,1920,needle,1136,1174,1170,1213
IMG_6044.jpg,1440,1920,needle,118,1340,156,1388
IMG_6044.jpg,1440,1920,needle,78,1208,115,1255
IMG_6044.jpg,1440,1920,needle,371,1194,404,1238
IMG_6044.jpg,1440,1920,needle,109,864,144,908
IMG_6044.jpg,1440,1920,needle,929,633,966,676
IMG_6044.jpg,1440,1920,needle,663,1077,695,1113
IMG_6044.jpg,1440,1920,needle,717,1074,749,1108
IMG_6046.jpg,1440,1920,needle,490,510,531,558
IMG_6046.jpg,1440,1920,needle,734,526,771,569
IMG_6046.jpg,1440,1920,needle,1017,604,1055,647
IMG_6046.jpg,1440,1920,needle,920,658,956,698
IMG_6046.jpg,1440,1920,needle,452,602,489,647
IMG_6046.jpg,1440,1920,needle,575,715,609,757
IMG_6046.jpg,1440,1920,needle,335,750,372,794
IMG_6046.jpg,1440,1920,needle,499,638,531,682
IMG_6046.jpg,1440,1920,needle,1184,822,1220,869
IMG_6046.jpg,1440,1920,needle,1323,787,1358,833
IMG_6046.jpg,1440,1920,needle,1312,944,1346,986
IMG_6046.jpg,1440,1920,needle,1336,971,1367,1012
IMG_6046.jpg,1440,1920,needle,634,1062,668,1104
IMG_6046.jpg,1440,1920,needle,233,1255,259,1305
IMG_6046.jpg,1440,1920,needle,134,1505,167,1555
IMG_6046.jpg,1440,1920,needle,340,1370,377,1415
IMG_6046.jpg,1440,1920,needle,791,1196,829,1242
IMG_6046.jpg,1440,1920,needle,835,1108,875,1156
IMG_6047.jpg,1440,1920,needle,843,565,885,610
IMG_6047.jpg,1440,1920,needle,466,597,503,642
IMG_6047.jpg,1440,1920,needle,514,679,551,723
IMG_6047.jpg,1440,1920,needle,348,822,385,868
IMG_6047.jpg,1440,1920,needle,100,1075,137,1123
IMG_6047.jpg,1440,1920,needle,564,1010,601,1054
IMG_6047.jpg,1440,1920,needle,903,678,940,720
IMG_6047.jpg,1440,1920,needle,613,601,649,641
IMG_6047.jpg,1440,1920,needle,1116,775,1152,818
IMG_6047.jpg,1440,1920,needle,1238,842,1281,890
IMG_6047.jpg,1440,1920,needle,1368,759,1408,808
IMG_6047.jpg,1440,1920,needle,1247,952,1289,1000
IMG_6047.jpg,1440,1920,needle,1224,1072,1267,1123
IMG_6047.jpg,1440,1920,needle,674,1069,714,1115
IMG_6047.jpg,1440,1920,needle,798,1083,834,1127
IMG_6047.jpg,1440,1920,needle,755,1150,795,1197
IMG_6047.jpg,1440,1920,needle,286,1501,323,1544
IMG_6047.jpg,1440,1920,needle,45,1272,80,1315
IMG_6048(19).jpg,1440,1920,needle,79,338,133,391
IMG_6048(19).jpg,1440,1920,needle,105,613,162,669
IMG_6048(19).jpg,1440,1920,needle,215,696,271,753
IMG_6048(19).jpg,1440,1920,needle,292,867,347,921
IMG_6048(19).jpg,1440,1920,needle,290,952,356,1023
IMG_6048(19).jpg,1440,1920,needle,492,1319,549,1384
IMG_6048(19).jpg,1440,1920,needle,604,1415,663,1480
IMG_6048(19).jpg,1440,1920,needle,1238,1250,1292,1314
IMG_6048(19).jpg,1440,1920,needle,1254,1196,1305,1251
IMG_6048(19).jpg,1440,1920,needle,1227,1164,1279,1221
IMG_6048(19).jpg,1440,1920,needle,1291,1075,1345,1134
IMG_6048(19).jpg,1440,1920,needle,1249,1053,1298,1107
IMG_6048(19).jpg,1440,1920,needle,1293,1003,1351,1066
IMG_6048(19).jpg,1440,1920,needle,1329,889,1389,955
IMG_6048(19).jpg,1440,1920,needle,1237,849,1294,903
IMG_6048(19).jpg,1440,1920,needle,1176,797,1235,854
IMG_6048(19).jpg,1440,1920,needle,930,447,994,513
IMG_6048(19).jpg,1440,1920,needle,1122,649,1185,711
IMG_6048(19).jpg,1440,1920,needle,1202,726,1268,791
IMG_6053.jpg,1440,1920,needle,167,496,206,542
IMG_6053.jpg,1440,1920,needle,1296,650,1341,701
IMG_6053.jpg,1440,1920,needle,1261,679,1297,724
IMG_6053.jpg,1440,1920,needle,1224,703,1263,747
IMG_6053.jpg,1440,1920,needle,1220,774,1257,824
IMG_6053.jpg,1440,1920,needle,998,756,1039,807
IMG_6053.jpg,1440,1920,needle,915,792,956,843
IMG_6053.jpg,1440,1920,needle,494,647,532,689
IMG_6053.jpg,1440,1920,needle,781,1007,815,1044
IMG_6053.jpg,1440,1920,needle,823,1003,861,1043
IMG_6053.jpg,1440,1920,needle,1073,999,1107,1040
IMG_6053.jpg,1440,1920,needle,1017,1183,1055,1228
IMG_6053.jpg,1440,1920,needle,876,1339,912,1382
IMG_6053.jpg,1440,1920,needle,487,1479,526,1526
IMG_6053.jpg,1440,1920,needle,354,1312,392,1356
IMG_6053.jpg,1440,1920,needle,166,1227,203,1274
IMG_6053.jpg,1440,1920,needle,370,1032,404,1077
IMG_6053.jpg,1440,1920,needle,43,1026,75,1070
IMG_6053.jpg,1440,1920,needle,1116,957,1154,998
IMG_6057.jpg,1440,1920,needle,66,879,105,928
IMG_6057.jpg,1440,1920,needle,329,658,366,708
IMG_6057.jpg,1440,1920,needle,761,738,801,784
IMG_6057.jpg,1440,1920,needle,1005,839,1045,884
IMG_6057.jpg,1440,1920,needle,998,734,1037,776
IMG_6057.jpg,1440,1920,needle,880,584,916,624
IMG_6057.jpg,1440,1920,needle,1259,687,1303,739
IMG_6057.jpg,1440,1920,needle,1169,814,1209,865
IMG_6057.jpg,1440,1920,needle,1338,907,1386,960
IMG_6057.jpg,1440,1920,needle,1323,1068,1367,1123
IMG_6057.jpg,1440,1920,needle,279,1149,320,1199
IMG_6057.jpg,1440,1920,needle,411,1162,441,1200
IMG_6057.jpg,1440,1920,needle,329,1265,366,1311
IMG_6057.jpg,1440,1920,needle,526,1232,562,1273
IMG_6057.jpg,1440,1920,needle,1093,1154,1131,1193
IMG_6057.jpg,1440,1920,needle,932,1237,965,1279
IMG_6057.jpg,1440,1920,needle,1109,1192,1141,1231
IMG_6057.jpg,1440,1920,needle,1293,1125,1325,1168
IMG_6057.jpg,1440,1920,needle,365,398,403,445
IMG_6063.jpg,1440,1920,needle,1274,552,1309,593
IMG_6063.jpg,1440,1920,needle,1278,601,1314,643
IMG_6063.jpg,1440,1920,needle,1330,689,1363,729
IMG_6063.jpg,1440,1920,needle,1294,806,1326,849
IMG_6063.jpg,1440,1920,needle,1314,910,1345,953
IMG_6063.jpg,1440,1920,needle,994,789,1026,819
IMG_6063.jpg,1440,1920,needle,997,816,1025,850
IMG_6063.jpg,1440,1920,needle,1176,894,1206,934
IMG_6063.jpg,1440,1920,needle,78,1043,111,1083
IMG_6063.jpg,1440,1920,needle,391,1376,421,1416
IMG_6063.jpg,1440,1920,needle,440,1375,469,1414
IMG_6063.jpg,1440,1920,needle,540,1425,571,1466
IMG_6063.jpg,1440,1920,needle,611,1444,642,1485
IMG_6063.jpg,1440,1920,needle,1082,1326,1115,1372
IMG_6063.jpg,1440,1920,needle,940,1247,973,1289
IMG_6063.jpg,1440,1920,needle,1017,1049,1051,1088
IMG_6063.jpg,1440,1920,needle,765,1035,794,1069
IMG_6063.jpg,1440,1920,needle,460,667,493,706
IMG_6063.jpg,1440,1920,needle,1074,917,1103,955
IMG_6064.jpg,1440,1920,needle,1271,812,1300,853
IMG_6064.jpg,1440,1920,needle,1318,530,1349,566
IMG_6064.jpg,1440,1920,needle,1285,605,1319,649
IMG_6064.jpg,1440,1920,needle,1122,637,1152,673
IMG_6064.jpg,1440,1920,needle,1155,667,1179,698
IMG_6064.jpg,1440,1920,needle,968,740,1000,777
IMG_6064.jpg,1440,1920,needle,1010,801,1039,839
IMG_6064.jpg,1440,1920,needle,451,1062,483,1100
IMG_6064.jpg,1440,1920,needle,71,703,103,743
IMG_6064.jpg,1440,1920,needle,376,1166,407,1206
IMG_6064.jpg,1440,1920,needle,436,1258,464,1293
IMG_6064.jpg,1440,1920,needle,490,1170,519,1207
IMG_6064.jpg,1440,1920,needle,532,1347,560,1384
IMG_6064.jpg,1440,1920,needle,618,1242,646,1281
IMG_6064.jpg,1440,1920,needle,1094,1019,1125,1056
IMG_6064.jpg,1440,1920,needle,1088,933,1118,973
IMG_6064.jpg,1440,1920,needle,1024,975,1049,1012
IMG_6064.jpg,1440,1920,needle,1070,1145,1098,1180
IMG_6064.jpg,1440,1920,needle,904,1223,929,1257
IMG_6066.jpg,1440,1920,needle,224,583,262,628
IMG_6066.jpg,1440,1920,needle,727,525,765,571
IMG_6066.jpg,1440,1920,needle,1053,540,1089,583
IMG_6066.jpg,1440,1920,needle,1246,457,1293,509
IMG_6066.jpg,1440,1920,needle,1250,617,1293,668
IMG_6066.jpg,1440,1920,needle,1287,705,1329,760
IMG_6066.jpg,1440,1920,needle,1282,844,1316,897
IMG_6066.jpg,1440,1920,needle,1323,836,1361,892
IMG_6066.jpg,1440,1920,needle,1249,792,1287,841
IMG_6066.jpg,1440,1920,needle,1213,790,1244,831
IMG_6066.jpg,1440,1920,needle,704,735,748,782
IMG_6066.jpg,1440,1920,needle,273,828,313,877
IMG_6066.jpg,1440,1920,needle,305,1122,342,1173
IMG_6066.jpg,1440,1920,needle,298,1308,335,1358
IMG_6066.jpg,1440,1920,needle,271,1445,308,1494
IMG_6066.jpg,1440,1920,needle,385,1487,421,1534
IMG_6066.jpg,1440,1920,needle,559,1316,591,1357
IMG_6066.jpg,1440,1920,needle,936,1319,968,1368
IMG_6066.jpg,1440,1920,needle,350,1325,385,1370
IMG_6414.jpg,1440,1920,needle,264,290,324,353
IMG_6414.jpg,1440,1920,needle,501,527,560,591
IMG_6414.jpg,1440,1920,needle,857,613,919,674
IMG_6414.jpg,1440,1920,needle,487,781,539,842
IMG_6414.jpg,1440,1920,needle,256,1045,315,1111
IMG_6414.jpg,1440,1920,needle,879,1037,936,1101
IMG_6414.jpg,1440,1920,needle,996,935,1047,989
IMG_6414.jpg,1440,1920,needle,1186,1080,1239,1143
IMG_6414.jpg,1440,1920,needle,808,1170,854,1214
IMG_6414.jpg,1440,1920,needle,833,1259,886,1313
IMG_6414.jpg,1440,1920,needle,1264,1334,1326,1389
IMG_6414.jpg,1440,1920,needle,395,1394,454,1454
IMG_6414.jpg,1440,1920,needle,535,1560,600,1617
IMG_6414.jpg,1440,1920,needle,754,1540,810,1587
IMG_6414.jpg,1440,1920,needle,953,1447,1013,1489
IMG_6414.jpg,1440,1920,needle,1176,1466,1227,1516
IMG_6414.jpg,1440,1920,needle,1096,1399,1153,1452
IMG_6414.jpg,1440,1920,needle,1285,1401,1352,1465
IMG_6414.jpg,1440,1920,needle,1299,1494,1355,1555
IMG_6414.jpg,1440,1920,needle,739,1616,797,1677
IMG_6415.jpg,1440,1920,needle,147,778,208,847
IMG_6415.jpg,1440,1920,needle,716,570,785,637
IMG_6415.jpg,1440,1920,needle,408,1202,475,1271
IMG_6415.jpg,1440,1920,needle,711,1462,781,1541
IMG_6415.jpg,1440,1920,needle,891,1561,953,1619
IMG_6415.jpg,1440,1920,needle,1288,1642,1352,1704
IMG_6415.jpg,1440,1920,needle,1189,1501,1236,1539
IMG_6415.jpg,1440,1920,needle,1187,1456,1220,1499
IMG_6415.jpg,1440,1920,needle,678,1151,722,1207
IMG_6415.jpg,1440,1920,needle,596,999,626,1042
IMG_6415.jpg,1440,1920,needle,722,695,776,758
IMG_6415.jpg,1440,1920,needle,671,730,726,782
IMG_6415.jpg,1440,1920,needle,495,705,556,771
IMG_6415.jpg,1440,1920,needle,1344,1095,1393,1152
IMG_6415.jpg,1440,1920,needle,1245,1174,1300,1235
IMG_6415.jpg,1440,1920,needle,1322,1342,1373,1390
IMG_6415.jpg,1440,1920,needle,1351,1311,1389,1350
IMG_6415.jpg,1440,1920,needle,677,914,725,972
IMG_6415.jpg,1440,1920,needle,1276,1449,1335,1510
IMG_6415.jpg,1440,1920,needle,129,294,181,354
IMG_6416.jpg,1440,1920,needle,310,1146,365,1207
IMG_6416.jpg,1440,1920,needle,388,1093,439,1155
IMG_6416.jpg,1440,1920,needle,487,1444,543,1501
IMG_6416.jpg,1440,1920,needle,1135,1624,1179,1672
IMG_6416.jpg,1440,1920,needle,1210,1571,1251,1619
IMG_6416.jpg,1440,1920,needle,1142,1785,1179,1827
IMG_6416.jpg,1440,1920,needle,1129,1824,1166,1857
IMG_6416.jpg,1440,1920,needle,1176,1531,1209,1569
IMG_6416.jpg,1440,1920,needle,490,1225,550,1273
IMG_6416.jpg,1440,1920,needle,640,1206,694,1252
IMG_6416.jpg,1440,1920,needle,645,824,698,885
IMG_6416.jpg,1440,1920,needle,885,815,935,865
IMG_6416.jpg,1440,1920,needle,792,847,845,900
IMG_6416.jpg,1440,1920,needle,797,1031,832,1076
IMG_6416.jpg,1440,1920,needle,883,999,936,1054
IMG_6416.jpg,1440,1920,needle,1356,1344,1402,1402
IMG_6416.jpg,1440,1920,needle,1329,1588,1370,1632
IMG_6416.jpg,1440,1920,needle,1375,1603,1416,1651
IMG_6416.jpg,1440,1920,needle,1372,1503,1413,1553
IMG_6416.jpg,1440,1920,needle,367,173,421,234
IMG_6417.jpg,1440,1920,needle,349,881,397,939
IMG_6417.jpg,1440,1920,needle,533,782,579,831
IMG_6417.jpg,1440,1920,needle,959,1691,1006,1745
IMG_6417.jpg,1440,1920,needle,1356,1624,1403,1683
IMG_6417.jpg,1440,1920,needle,1193,1523,1240,1579
IMG_6417.jpg,1440,1920,needle,1070,1384,1114,1434
IMG_6417.jpg,1440,1920,needle,1340,1445,1386,1493
IMG_6417.jpg,1440,1920,needle,1249,1414,1294,1459
IMG_6417.jpg,1440,1920,needle,772,1120,817,1173
IMG_6417.jpg,1440,1920,needle,876,1118,920,1171
IMG_6417.jpg,1440,1920,needle,849,1022,885,1063
IMG_6417.jpg,1440,1920,needle,1289,1234,1339,1287
IMG_6417.jpg,1440,1920,needle,1307,1329,1347,1375
IMG_6417.jpg,1440,1920,needle,1272,1315,1307,1360
IMG_6417.jpg,1440,1920,needle,837,759,880,804
IMG_6417.jpg,1440,1920,needle,196,123,246,180
IMG_6417.jpg,1440,1920,needle,531,492,567,540
IMG_6417.jpg,1440,1920,needle,609,549,645,595
IMG_6417.jpg,1440,1920,needle,655,578,682,614
IMG_6417.jpg,1440,1920,needle,524,1210,572,1260
IMG_6418.jpg,1440,1920,needle,148,546,219,616
IMG_6418.jpg,1440,1920,needle,548,763,594,815
IMG_6418.jpg,1440,1920,needle,1224,778,1273,837
IMG_6418.jpg,1440,1920,needle,1267,834,1321,895
IMG_6418.jpg,1440,1920,needle,1290,904,1348,974
IMG_6418.jpg,1440,1920,needle,1289,986,1351,1059
IMG_6418.jpg,1440,1920,needle,166,820,233,886
IMG_6418.jpg,1440,1920,needle,67,1063,123,1133
IMG_6418.jpg,1440,1920,needle,488,1239,541,1304
IMG_6418.jpg,1440,1920,needle,443,1286,498,1351
IMG_6418.jpg,1440,1920,needle,458,1376,519,1443
IMG_6418.jpg,1440,1920,needle,454,1441,518,1500
IMG_6418.jpg,1440,1920,needle,458,1503,523,1571
IMG_6418.jpg,1440,1920,needle,1163,1463,1224,1522
IMG_6418.jpg,1440,1920,needle,1232,1369,1278,1430
IMG_6418.jpg,1440,1920,needle,1273,1178,1319,1239
IMG_6418.jpg,1440,1920,needle,1288,1230,1342,1275
IMG_6418.jpg,1440,1920,needle,1199,1241,1252,1294
IMG_6418.jpg,1440,1920,needle,1233,1298,1284,1350
IMG_6418.jpg,1440,1920,needle,1268,1348,1318,1393
IMG_6419.jpg,1440,1920,needle,498,1729,570,1814
IMG_6419.jpg,1440,1920,needle,1188,1487,1257,1568
IMG_6419.jpg,1440,1920,needle,465,1365,531,1451
IMG_6419.jpg,1440,1920,needle,454,1106,523,1187
IMG_6419.jpg,1440,1920,needle,386,822,452,900
IMG_6419.jpg,1440,1920,needle,213,583,278,652
IMG_6419.jpg,1440,1920,needle,324,557,384,620
IMG_6419.jpg,1440,1920,needle,569,669,614,729
IMG_6419.jpg,1440,1920,needle,200,371,266,447
IMG_6419.jpg,1440,1920,needle,186,217,249,294
IMG_6419.jpg,1440,1920,needle,1101,936,1147,994
IMG_6419.jpg,1440,1920,needle,1233,919,1278,976
IMG_6419.jpg,1440,1920,needle,1267,981,1312,1038
IMG_6419.jpg,1440,1920,needle,1226,1019,1279,1066
IMG_6419.jpg,1440,1920,needle,1271,1131,1328,1200
IMG_6419.jpg,1440,1920,needle,1190,1100,1234,1162
IMG_6419.jpg,1440,1920,needle,1253,1217,1314,1289
IMG_6419.jpg,1440,1920,needle,1269,1419,1337,1488
IMG_6419.jpg,1440,1920,needle,1289,1345,1349,1419
IMG_6419.jpg,1440,1920,needle,1224,1341,1275,1396
IMG_6420.jpg,1440,1920,needle,243,483,307,548
IMG_6420.jpg,1440,1920,needle,250,383,307,442
IMG_6420.jpg,1440,1920,needle,244,332,300,391
IMG_6420.jpg,1440,1920,needle,550,849,606,924
IMG_6420.jpg,1440,1920,needle,489,1032,557,1105
IMG_6420.jpg,1440,1920,needle,431,1473,478,1538
IMG_6420.jpg,1440,1920,needle,390,1517,438,1576
IMG_6420.jpg,1440,1920,needle,441,1571,496,1642
IMG_6420.jpg,1440,1920,needle,467,1670,533,1746
IMG_6420.jpg,1440,1920,needle,1232,1648,1297,1718
IMG_6420.jpg,1440,1920,needle,1319,1630,1379,1698
IMG_6420.jpg,1440,1920,needle,1295,1564,1357,1625
IMG_6420.jpg,1440,1920,needle,1341,1523,1398,1583
IMG_6420.jpg,1440,1920,needle,1278,1420,1343,1495
IMG_6420.jpg,1440,1920,needle,1344,1368,1404,1447
IMG_6420.jpg,1440,1920,needle,1239,1280,1289,1346
IMG_6420.jpg,1440,1920,needle,1146,1170,1206,1245
IMG_6420.jpg,1440,1920,needle,1332,1190,1393,1253
IMG_6420.jpg,1440,1920,needle,1306,1106,1351,1178
IMG_6420.jpg,1440,1920,needle,1254,981,1318,1067
IMG_6421.jpg,1440,1920,needle,565,1781,641,1863
IMG_6421.jpg,1440,1920,needle,1139,1569,1199,1630
IMG_6421.jpg,1440,1920,needle,1206,1541,1295,1620
IMG_6421.jpg,1440,1920,needle,578,1262,644,1334
IMG_6421.jpg,1440,1920,needle,548,1080,609,1146
IMG_6421.jpg,1440,1920,needle,427,916,490,988
IMG_6421.jpg,1440,1920,needle,615,975,658,1032
IMG_6421.jpg,1440,1920,needle,551,685,606,751
IMG_6421.jpg,1440,1920,needle,155,318,214,385
IMG_6421.jpg,1440,1920,needle,275,232,321,294
IMG_6421.jpg,1440,1920,needle,200,113,262,176
IMG_6421.jpg,1440,1920,needle,1225,897,1283,971
IMG_6421.jpg,1440,1920,needle,1242,989,1290,1054
IMG_6421.jpg,1440,1920,needle,1084,962,1132,1024
IMG_6421.jpg,1440,1920,needle,1309,1095,1369,1166
IMG_6421.jpg,1440,1920,needle,1254,1107,1300,1166
IMG_6421.jpg,1440,1920,needle,1345,1189,1388,1251
IMG_6421.jpg,1440,1920,needle,1388,1245,1437,1314
IMG_6421.jpg,1440,1920,needle,1335,1271,1393,1331
IMG_6421.jpg,1440,1920,needle,1300,1330,1363,1401
IMG_6422.jpg,1440,1920,needle,506,1722,572,1798
IMG_6422.jpg,1440,1920,needle,486,1462,552,1531
IMG_6422.jpg,1440,1920,needle,517,1396,578,1463
IMG_6422.jpg,1440,1920,needle,456,1327,518,1397
IMG_6422.jpg,1440,1920,needle,541,1067,598,1139
IMG_6422.jpg,1440,1920,needle,212,706,281,776
IMG_6422.jpg,1440,1920,needle,342,255,396,320
IMG_6422.jpg,1440,1920,needle,335,133,395,204
IMG_6422.jpg,1440,1920,needle,580,534,621,594
IMG_6422.jpg,1440,1920,needle,1120,735,1175,804
IMG_6422.jpg,1440,1920,needle,1236,928,1281,994
IMG_6422.jpg,1440,1920,needle,1302,1044,1360,1117
IMG_6422.jpg,1440,1920,needle,1222,1028,1276,1088
IMG_6422.jpg,1440,1920,needle,1288,1154,1350,1229
IMG_6422.jpg,1440,1920,needle,1271,1269,1332,1335
IMG_6422.jpg,1440,1920,needle,1286,1365,1344,1423
IMG_6422.jpg,1440,1920,needle,1299,1428,1350,1484
IMG_6422.jpg,1440,1920,needle,1259,1537,1310,1601
IMG_6422.jpg,1440,1920,needle,1317,1532,1367,1589
IMG_6422.jpg,1440,1920,needle,1304,1484,1356,1536
IMG_6477.jpg,1440,1920,needle,66,827,119,877
IMG_6477.jpg,1440,1920,needle,169,737,219,783
IMG_6477.jpg,1440,1920,needle,138,605,184,663
IMG_6477.jpg,1440,1920,needle,418,548,455,597
IMG_6477.jpg,1440,1920,needle,391,491,434,535
IMG_6477.jpg,1440,1920,needle,474,489,521,532
IMG_6477.jpg,1440,1920,needle,371,787,413,840
IMG_6477.jpg,1440,1920,needle,147,1115,190,1163
IMG_6477.jpg,1440,1920,needle,202,961,245,1006
IMG_6477.jpg,1440,1920,needle,482,1290,528,1337
IMG_6477.jpg,1440,1920,needle,548,1408,588,1456
IMG_6477.jpg,1440,1920,needle,810,1442,851,1485
IMG_6477.jpg,1440,1920,needle,1228,1657,1266,1701
IMG_6477.jpg,1440,1920,needle,1338,1788,1376,1834
IMG_6477.jpg,1440,1920,needle,965,1350,1001,1394
IMG_6477.jpg,1440,1920,needle,570,1145,603,1185
IMG_6477.jpg,1440,1920,needle,1135,1197,1180,1244
IMG_6477.jpg,1440,1920,needle,1008,898,1056,941
IMG_6477.jpg,1440,1920,needle,963,747,1008,794
IMG_6477.jpg,1440,1920,needle,1011,747,1044,796
IMG_6478.jpg,1440,1920,needle,31,1002,89,1055
IMG_6478.jpg,1440,1920,needle,81,1122,125,1174
IMG_6478.jpg,1440,1920,needle,131,1096,176,1138
IMG_6478.jpg,1440,1920,needle,235,1148,282,1192
IMG_6478.jpg,1440,1920,needle,307,1188,358,1235
IMG_6478.jpg,1440,1920,needle,440,1202,487,1247
IMG_6478.jpg,1440,1920,needle,506,1298,554,1348
IMG_6478.jpg,1440,1920,needle,650,1261,695,1308
IMG_6478.jpg,1440,1920,needle,1146,1336,1198,1394
IMG_6478.jpg,1440,1920,needle,1227,1479,1283,1539
IMG_6478.jpg,1440,1920,needle,1340,1595,1390,1655
IMG_6478.jpg,1440,1920,needle,1172,1747,1225,1810
IMG_6478.jpg,1440,1920,needle,1023,1177,1070,1227
IMG_6478.jpg,1440,1920,needle,796,940,843,988
IMG_6478.jpg,1440,1920,needle,722,514,769,578
IMG_6478.jpg,1440,1920,needle,545,417,595,472
IMG_6478.jpg,1440,1920,needle,390,358,444,412
IMG_6478.jpg,1440,1920,needle,49,403,101,460
IMG_6478.jpg,1440,1920,needle,992,762,1036,815
IMG_6478.jpg,1440,1920,needle,1272,1153,1317,1211
IMG_6479.jpg,1440,1920,needle,55,1144,104,1200
IMG_6479.jpg,1440,1920,needle,171,846,219,898
IMG_6479.jpg,1440,1920,needle,188,525,234,582
IMG_6479.jpg,1440,1920,needle,379,526,419,574
IMG_6479.jpg,1440,1920,needle,358,405,405,453
IMG_6479.jpg,1440,1920,needle,534,621,576,670
IMG_6479.jpg,1440,1920,needle,710,557,752,611
IMG_6479.jpg,1440,1920,needle,822,478,861,528
IMG_6479.jpg,1440,1920,needle,964,679,991,723
IMG_6479.jpg,1440,1920,needle,990,682,1015,731
IMG_6479.jpg,1440,1920,needle,419,1230,466,1274
IMG_6479.jpg,1440,1920,needle,412,1276,453,1314
IMG_6479.jpg,1440,1920,needle,632,1355,669,1404
IMG_6479.jpg,1440,1920,needle,815,1222,848,1259
IMG_6479.jpg,1440,1920,needle,1166,1398,1206,1443
IMG_6479.jpg,1440,1920,needle,1344,1450,1383,1502
IMG_6479.jpg,1440,1920,needle,1072,1623,1109,1659
